,AICAR,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Methotrexate,ATRA,Gefitinib,ABT-263,Vorinostat,Nilotinib,RDEA119,CI-1040,temsirolimus,AZD-2281,ABT-888,Bosutinib,lenalidomide,Axitinib,AZD7762,GW 441756,CEP-701,SB 216763,17-AAG,VX-702,AMG-706,KU-55933,Elesclomol,BIBW2992,GDC-0449,PLX4720,BX-795,NU-7441,SL 0101-1,BIRB 0796,JNK Inhibitor VIII,681640,Nutlin-3,PD173074,ZM-447439,RO-3306,MK-2206,PD-0332991,NVP-BEZ235,GDC-0941,AZD8055,PD-0325901,SB590885,AZD6244,AZD6482,CCT007093,EHT 1864,BMS-708163,PF-4708671,JNJ-26854165,TW 37,CCT018159,AG-014699,Doxorubicin,etoposide,Gemcitabine,Mitomycin-C,Vinorelbine,NSC-87877,Bicalutamide,QS11,Midostaurin,CHIR-99021,AP-24534,JNK-9L,PF-562271,DMOG,FTI-277,OSU-03012,shikonin,AKT inhibitor VIII,embelin,FH535,pac-1,IPA-3,GSK-650394,BAY 61-3606,thapsigargin,Obatoclax Mesylate,BMS-754807,OSI-906,Bexarotene,Bleomycin,LFM-A13,AUY922,Bryostatin 1,Pazopanib,LAQ824,Epothilone B,GSK-1904529A,Tipifarnib,AS601245
MIA-PaCa-2,3.53522353,-2.616924785,-2.367972857,0.168893215,-0.413785794,-2.70668694,0.66800224,2.62935299,1.647449648,1.053888088,-0.112998213,0.697082599,-0.494185428,-0.035992155,-0.980639546,1.376313522,1.91490035,0.022179853,1.851973251,0.262332542,-0.854566898,0.910181346,-0.300004548,1.8464829,-2.456495535,1.60300395,1.329616877,1.233654734,-2.32184948,1.401497825,1.472292169,1.231372082,0.353305944,0.773274354,2.725511,1.162336631,1.75759498,1.470360427,2.685067761,1.678549041,0.386839124,1.021249989,0.247729824,0.270041703,-1.414866278,-0.045248708,-0.372533898,-1.947784694,2.153626815,1.589277639,2.147573605,2.837551159,1.764346956,2.284126661,2.230692805,1.108328638,-0.319563434,0.645875805,2.090924681,-1.465528901,0.425094388,-1.631470651,-0.559958025,-2.234501133,2.734559092,1.891394161,0.948405341,1.316809098,0.245455858,0.005928988,0.145670621,1.187979549,2.143424803,1.516281857,1.274401979,-0.558313786,1.981257072,0.672085477,-0.221388995,2.281509168,1.258612769,0.850316458,0.732395517,-2.481861807,-0.632878674,-0.597533617,0.947192356,1.021718158,-0.955678036,2.778698177,-1.821232585,-0.591003131,0.7485491,-1.39147952,-2.881559522,1.776073341,-0.494311374,-0.01077224
MKN1,4.253809351,-1.421191777,-1.995693021,1.624499356,0.240419779,-1.604382835,0.351488422,1.865520633,0.086312988,1.923342166,1.958145657,1.9768112,1.400717398,1.97510616,-0.169649756,2.241948849,2.11694196,0.684768179,1.558873117,1.676818812,-0.455911924,0.682839477,1.154551034,3.044074689,-0.230746738,2.168845362,1.678278476,1.532882763,-1.585458453,0.540464717,2.348519069,2.379124236,1.474383297,1.3923442,2.393290488,1.898133543,2.58503237,1.378644815,2.557841192,2.147206205,1.553751482,1.789880432,1.371287725,0.83419086,-2.553520397,0.705801495,0.477356517,1.352105948,2.539498417,1.658600981,2.301280586,2.170925198,2.492250131,2.550195872,2.562160685,1.680169828,-0.205323574,1.299859019,2.097838214,-2.006050944,-0.418293336,-1.105869663,-0.266952132,-1.92906139,3.076955992,2.052691566,1.596471727,-0.053489446,1.566371645,0.503085859,-0.260369096,0.672711729,3.341139932,1.498027157,0.657824115,-0.627525126,1.327062357,1.089959719,0.624376925,1.664338491,2.32902967,0.963109683,0.86310339,-1.323962363,-0.517699,1.604598245,2.285217609,1.894274402,-1.098823235,2.960330552,-1.307114343,-0.465345234,1.382739344,-1.160652871,-2.577129948,1.441271817,0.273547762,0.463012639
MKN28,2.831803272,-1.047360641,-1.640076196,1.806196441,0.219868964,-2.147358208,0.06900201,2.571617882,0.392132305,0.93406016,0.313932372,2.09183279,0.416053245,0.950241972,-0.496346477,2.757104621,2.504009523,0.571800366,2.216474004,1.398236708,0.060568446,1.63874074,0.430090077,2.287397333,-0.147213669,2.327600407,1.25920645,2.04857706,-2.279785019,0.92558968,2.476389697,2.731304054,0.902503454,1.642672843,2.907797857,2.049305372,2.510777134,1.97238487,2.610025149,2.265558835,2.422694396,2.215022592,0.79681268,0.967199435,-0.620763161,0.84313453,0.12859503,-0.174050028,2.503110533,2.443386356,2.216169393,2.170700668,1.715583503,2.029457245,1.754358183,0.936004062,0.053882482,1.975003666,1.986365678,-1.496141016,0.40597631,0.061165601,-0.638094551,-2.321358293,1.240482277,1.979076914,0.237389707,0.078515231,0.948665049,0.099115555,-0.52192816,0.91624236,3.048508835,0.578810748,-0.363844968,-0.209803756,1.101469391,1.000542828,0.640432358,1.270012565,1.236959281,1.06958045,0.652561768,-2.009211739,-0.753170862,0.430224274,1.191671921,1.42391046,-2.96660741,2.680024299,-1.521173315,-0.166592323,1.974260154,-1.425321049,-3.335711251,1.345657109,0.157725767,1.168325552
MKN45,4.926283521,-1.945374359,-1.618423576,0.998115122,-0.175847139,-2.236567072,-0.059338958,2.342626996,1.408773995,2.146970818,0.660611417,2.006388825,-0.177758995,0.975461453,-0.222548561,2.639264893,2.43375935,0.856547281,2.485310105,1.06778638,-0.553151761,1.704564583,0.041858171,2.664919537,-1.085195074,1.3855514,2.203793473,2.585140075,-1.542474157,1.325414209,2.493834437,2.700425282,2.136360135,1.787203875,2.967077317,3.018318854,2.873473827,-0.069529678,0.917296393,1.071855285,2.111199284,2.733757818,1.418181699,1.35564761,-0.72061309,1.026151244,0.267135571,-0.863016104,1.741155736,0.72061284,2.57737551,2.505047487,2.365192069,2.058297873,1.904809518,1.556074957,-0.471402774,2.462863595,1.708021133,-1.088781043,0.272674396,-1.751273389,-0.782398447,-2.640779278,2.096398962,0.842640303,1.025691518,-0.377459666,2.015291428,0.436743903,-0.00282248,0.952338746,4.446035472,1.826620008,0.413705883,-0.215817431,1.981069891,0.901965363,0.333209835,0.682764344,2.207406804,1.554960123,1.57879985,-1.595233553,0.299112507,-0.180544902,1.890702764,2.746470921,-1.605417759,3.018806567,-0.685295412,-0.176302279,2.87075775,-1.021170513,-2.358661583,1.510813655,0.445300807,1.220859116
MKN7,3.313798488,-0.840943514,-1.115272572,1.302053075,1.308166638,-1.797712064,1.08148837,2.763425343,0.419539761,1.203390923,0.777281589,2.182635081,0.80221791,1.176361303,0.789258128,2.669908278,2.716687874,1.443229616,2.733496807,2.222477691,0.0844959,2.30170169,0.257972659,1.580821491,1.040462308,2.276793599,2.055874076,1.847307191,-1.214643927,0.371685721,1.591152054,2.656094239,1.062748129,1.456311869,2.906751642,2.876409658,2.62040305,1.837208976,2.927487032,1.166358198,1.261231565,2.133582822,1.748408783,2.643276906,-0.907164303,0.43257511,0.085299345,-0.085579465,1.839358299,1.411473569,1.342686535,1.695819196,2.611161263,2.206055279,1.960732749,1.467131882,0.650211367,1.464564767,1.602412876,-0.873441289,0.854982953,-1.084574406,-0.323405746,-1.441794716,3.062527126,1.948376803,2.320997993,0.394755604,2.262715958,1.035176658,0.058036872,0.987686182,2.696354195,1.070169476,1.366266014,-0.14541931,1.53106213,1.534686688,1.068903921,1.379336216,2.854552418,2.24478177,1.465065629,-2.249346958,-0.508680866,0.737856121,1.735826186,2.166492635,0.594050866,2.658632034,-1.448485465,-0.623484666,1.866508056,-1.272955824,-2.347337107,1.544894308,0.801895028,1.531823811
ML-2,4.364480614,-1.973429783,-2.072973118,1.025936026,-0.435289016,-1.478694538,-1.065204933,2.51951123,1.537036356,-1.051795222,0.398631956,1.349648276,0.335265351,0.122035881,0.213371919,1.456815216,2.317293731,2.081696791,2.037218522,1.730145831,-0.487651468,2.430622441,-0.613598605,2.437037839,0.551794591,1.548050498,1.695439622,2.680087272,1.288391907,1.538838678,2.493275935,1.764976683,1.283756682,2.145561098,2.967500754,3.049273628,2.367939416,2.035008832,0.916767856,2.140323072,0.893943076,2.623282856,2.23162263,1.874091,-0.272083756,0.025541727,0.231059865,-0.646205434,2.324498242,2.219627416,1.457214337,2.38116542,2.370204696,2.764657871,1.926564631,1.851628421,-0.001272049,2.229643984,2.673912907,-0.869144861,-0.748436184,-1.589366669,-2.05643171,-2.364264416,2.890383083,2.231192244,1.271553876,-0.097674132,2.782887381,-0.001087908,-0.153587375,0.222201126,2.250820183,2.138585026,0.985440671,-0.20919444,1.385618282,1.094606235,0.89594691,0.711672287,1.421886648,2.328907199,1.122926578,-1.268433905,-0.640375031,-1.432330128,-0.798704902,1.21809266,-0.880538576,2.539054047,-1.435166071,-1.858838578,1.714719257,-0.641315278,-2.608502947,1.973274305,-1.865090681,2.567793919
MMAC-SF,4.495937211,-1.415702295,-1.821395011,2.725297762,1.077466804,-2.138664067,1.291217427,2.631316436,1.069119664,0.986211544,0.630284199,1.672053733,-0.733506113,-0.959646185,0.001903078,2.614800651,2.509906808,1.374584596,2.626395011,2.098358499,2.013870416,1.735203191,-1.142060725,3.050288574,-0.97752826,1.100497874,1.808851283,2.004311161,-1.074217847,1.284672175,2.141775353,-0.163587874,2.413364013,1.92841516,2.823186435,2.180536135,2.002790261,2.138026089,1.016870997,1.128872938,1.361739902,1.611972566,1.618550879,1.591184621,-0.531331162,1.31295881,0.289841066,-1.90104292,1.345366012,0.381724093,1.118889268,1.934263369,1.974872075,1.178497597,1.239868185,1.593717431,0.497467392,1.895807461,1.684435034,-0.972746244,0.837306298,0.249590776,0.005021747,-1.689183176,2.877552721,1.870598838,1.234767831,0.608362316,2.416959971,0.144868913,0.393934627,1.798641454,2.944852297,1.848210523,2.107345355,-0.123804328,1.981197574,1.428571309,0.59298004,1.758645104,3.158168626,1.623849217,1.558116576,-1.548789667,-1.115317305,0.501018618,0.95892265,2.886800588,1.328930257,2.219942279,-1.366866749,-0.30001888,2.546804032,-1.239500772,-1.637525584,1.873671472,1.136805761,2.731369633
MN-60,4.138511115,-0.569704896,-0.380623936,2.868228853,1.440480966,0.12342128,1.324255077,2.577137765,1.716170669,2.442102147,0.657482325,2.188118917,2.753889973,2.804986022,-0.159436019,2.389119089,2.473421294,2.005117645,2.00695862,2.268815609,1.15964748,2.156274274,0.370065368,2.990254311,2.147542784,2.11542801,2.270220117,2.893097424,-0.727479304,1.600508929,2.687654419,3.103384549,2.443327292,2.461567226,3.164705193,2.978424998,3.168223846,2.371353839,2.050734635,2.099985801,2.550783473,2.591016514,2.144255609,2.658776442,-0.819698263,0.875879465,0.56109631,1.550789159,2.62977165,2.608332269,2.387517027,2.89779649,2.504481167,2.766844543,3.064905623,2.756979978,0.226236156,2.767303593,2.775680699,-0.217980218,1.470575403,0.386421767,0.101514598,-0.775727249,3.038725918,2.304571508,1.796982015,0.263611105,2.595439369,0.15568328,-0.048578444,1.250264326,2.168197829,2.186254925,0.850509285,-0.458575018,1.599065334,1.590415925,1.431660445,1.738324465,2.028096166,3.358692377,1.138344033,-1.159682223,-1.004478404,1.55620872,1.23627657,2.752339108,0.607629227,2.27981542,-0.615489088,-0.269772006,1.729558231,-1.167803096,-0.537025973,1.991397414,2.297732673,2.894019431
MOLT-16,2.71374466,-3.256139381,-2.835705408,0.760310229,-1.488795793,-2.605002533,-2.129761465,1.077051184,0.821133171,-0.18532301,-0.358769803,1.087984113,2.503160911,0.778897165,-3.279314203,0.761031158,2.135793381,-0.348701988,2.619129264,1.500310243,-0.796046585,2.226074083,-1.569383043,3.107547261,1.518585789,1.226268253,1.961056733,2.901035458,-2.556480982,0.31689122,1.452562605,2.092235816,0.5012818,2.030634618,2.703764573,3.06225165,2.404730673,0.153620381,0.251891668,1.078066564,-0.214944499,1.70843545,-0.518276177,-0.587561782,-1.765675897,1.614407655,-0.027588557,1.058228861,1.320111474,1.083364088,-0.303684325,0.5423248,0.605388702,1.769314851,1.840408506,1.449399045,-0.408063979,1.623103126,2.210527724,-1.525530124,-0.475747149,-2.325007094,-2.026572915,-2.167499978,2.923025157,2.109146822,1.298356842,0.3335754,2.018044166,-0.247728691,-0.324272272,1.140543106,2.136004619,1.589095994,0.671074183,-0.222391562,1.436832257,0.870175219,1.105286875,0.485296581,1.26629244,1.743190552,0.254961281,-1.756244896,-1.52860063,0.84611353,1.771317028,1.808145671,-0.10521691,2.881788533,-1.10813116,-0.122660003,2.097093674,-2.00199628,-2.401051691,1.859308389,0.406117578,1.521870241
MOLT-4,2.906767711,-2.689999175,-2.277295209,1.455911884,-1.031512367,-1.943642393,-1.694193197,2.427312683,1.518067241,-0.670270994,-0.235944809,0.769745711,2.644664477,1.303623484,-1.295944288,1.547607083,2.851316991,0.508425944,2.739185196,0.709022657,-0.727712085,1.912485672,-0.962059559,2.677277387,1.417526332,2.344527903,2.359855024,1.887573672,-0.288158297,1.65947917,2.4880188,2.896172228,0.359164142,2.265322578,3.102379591,3.145891121,2.894306499,2.193508512,0.887401732,2.314009596,0.028074532,2.578707739,-0.277373028,-0.257768541,-1.344189194,-0.603883437,-0.371161962,1.439953299,3.022580586,2.637418273,1.476001478,2.249228289,1.621439385,2.322467967,1.915691634,1.092319241,-0.332831565,1.196477823,2.283551655,-1.64093523,-0.379304983,-1.185200498,-4.488426956,-2.176617496,3.257407087,2.190833258,1.288922181,0.828449296,2.38239317,0.854552566,-0.145244578,0.416160516,2.856127671,1.345974144,0.615957258,-0.38709058,1.583633114,1.026039388,1.568242586,0.934405858,1.146160465,1.62117874,0.764095106,-1.403377452,-0.32116989,1.585446293,1.605198875,1.69003309,0.248790805,2.534864409,-1.318478961,-0.055391655,2.875525,-1.712124782,-2.59933803,2.065368187,0.690842655,2.568318113
MONO-MAC-6,2.569395163,-2.345712659,-2.255669949,1.499783444,0.120458089,-1.843103655,-2.32889113,0.648002111,1.101258324,0.245524477,-0.279493688,1.032862154,1.027245858,1.822422117,-0.568827186,2.242231141,2.696095366,-0.102654621,1.523468562,1.08887876,-2.818293239,0.208649835,-2.020812614,2.629240074,-0.3536929,1.126423518,1.679384189,1.148956452,-0.821008529,1.193472071,1.922057523,1.983825056,-0.835538285,0.605901603,2.465518003,3.024293878,2.85593745,0.934769363,1.805300491,0.907426182,0.202844621,2.474777596,0.136611238,0.714983783,-1.129122658,-0.624465087,-0.860624872,0.952700513,1.869242102,2.043853673,1.149401053,2.77250644,1.323715249,2.8215891,1.412582757,0.82998279,-0.310469742,0.539367255,2.228905249,-0.811467948,1.08389219,-1.604776306,-1.140559369,-1.685828251,3.30730318,2.094228359,1.017207576,-0.953275085,2.27275162,-2.077170574,-0.264620839,0.382464476,2.305178652,1.496371626,0.792567886,-0.611236911,0.676487486,1.338067379,0.791169024,1.075630606,2.040757588,0.07223707,-0.016326432,-2.420076468,-0.35804236,0.328849519,1.150762249,1.65212005,0.662175745,2.091757223,-1.409676025,-0.979016587,1.298986087,-0.948469616,-1.760390533,1.364104636,0.524907854,1.100963872
MPP-89,4.213608014,-1.850276028,-1.782670709,0.95192356,0.017271892,-2.491578712,0.415948146,1.831473248,1.41609924,0.430494405,0.571695701,0.953150877,0.625708906,1.293975197,-1.152653167,2.50486378,2.696817164,1.788711311,2.394589028,1.615023919,-0.606944779,1.759414239,-0.794736753,2.349539662,-0.342607534,1.916410826,2.292617987,2.341625513,-2.420096012,0.510406761,2.501458043,3.043715093,1.567995472,0.688373691,3.055389363,3.011456133,2.734119151,0.202618353,2.902016529,1.186779593,2.637932912,1.17514137,1.860725153,1.343788774,-1.529992533,0.874300371,-0.305380679,0.700793645,2.843522274,2.237157713,1.878496955,2.584796982,2.765274134,2.705004049,2.813601122,1.529331537,0.104544671,2.127909199,2.711130207,-0.405679253,1.317216032,-0.159716139,-0.00383178,-0.464778914,3.122442694,1.577455709,1.637547299,-0.357086477,1.622432114,-0.771273125,0.582033647,2.160916448,3.10823779,1.958069221,1.393783452,-0.066894813,1.328177625,1.399957817,1.303301237,2.261305355,3.605661317,0.967070449,0.223570456,-1.697929432,-0.334827582,0.188471645,1.236685241,2.264195584,1.600760819,3.199030091,-1.012302219,0.044174698,0.943405308,-0.747975397,-2.081482684,1.81723751,1.238717739,0.715796782
MRK-nu-1,3.249149846,0.135264056,-0.387673404,2.859742304,2.252155638,-0.520280012,0.518036447,2.82114612,1.835157368,1.883106954,1.246081636,1.950414347,2.519935101,2.196018734,0.048691794,1.850948316,2.108303843,2.330434613,1.995833298,1.60220702,0.963153547,2.043201363,1.099243632,2.644390437,1.8031655,1.422147659,2.371919725,2.857655954,0.886547041,1.829616205,2.58158494,3.062305937,2.201002263,2.315277301,3.202245608,3.134921277,3.069425326,2.201278908,1.88354038,2.19539639,1.564079439,2.225809164,2.692196271,2.068832555,-0.930643131,2.257141773,0.011646475,0.810169842,2.897795621,1.923623154,2.207911548,2.766859744,1.629611002,2.62690661,2.016083147,1.53984407,1.12746843,2.352725646,2.802530087,-1.359965375,-0.934788037,-2.590656918,-0.957632361,-2.349268227,2.905644191,1.561975716,1.459099171,-0.469034566,2.267105792,0.922364175,-0.263281475,1.650709896,3.254815652,1.887845106,0.932704727,-0.991703198,2.668873354,1.110791088,0.436335666,0.913240082,2.207190525,0.848413379,0.463511643,-1.634172397,-1.306667019,0.569063443,2.366633058,2.986626649,0.162121262,2.833002359,-1.63834727,-0.189829684,1.568467985,-0.967917758,-3.04571719,1.520185295,0.048293981,2.088956458
MSTO-211H,3.239618819,-2.084199196,-1.912780993,1.756411962,-0.489612307,-1.836054621,-0.285126922,1.541800132,0.813694141,2.25922161,0.827519906,1.441310035,0.48889659,0.998053886,-1.221301662,2.480713533,2.01113219,0.425519996,1.308720364,1.47928735,-0.524976907,2.03619185,-0.357486463,3.006820908,-0.253661852,2.235728884,2.226746805,2.593207964,-0.519216859,1.66226821,2.889837609,2.529867851,0.921838245,1.829169316,2.304670093,2.898372364,2.828645951,0.983797735,0.410695354,0.168431995,0.632367075,2.551861392,0.884985752,0.229433866,-1.197162271,1.044208532,-0.238440699,0.248062059,2.574541987,0.806234265,2.757573121,2.690363982,2.911141056,2.740756474,3.079716368,1.177787526,-0.10317534,3.140052466,2.692914594,2.332348114,3.334637675,0.061667211,0.450816781,0.944503205,2.829427247,2.144815849,3.268825123,1.923869834,2.367869929,1.998852513,0.875952861,2.636730785,4.910259792,1.528397804,3.396908989,2.780858358,2.388064622,1.914739227,1.866043958,2.196194189,3.059851739,3.506328181,3.309499841,-0.533130786,0.684454618,2.823108262,2.709682704,3.204276803,2.174521157,3.456350006,1.788561914,-0.025542161,2.210623623,1.896295608,0.669401103,2.223694584,2.392622543,1.538993287
MZ2-MEL,3.643471429,-2.345340034,-1.80083247,0.188188051,-1.145517709,-2.320689479,1.270402561,2.68104272,1.442519545,1.189796203,0.249701087,0.819670468,-0.401288536,-0.081719021,-3.312448701,0.997482789,1.817533264,-0.101484632,1.898718537,0.459984738,0.401661595,0.149722154,-0.46146655,2.82739692,-1.164759126,1.695292831,-0.160862676,1.405073806,-1.854235056,1.633152673,2.185657336,0.491046348,0.434863842,1.007405549,2.524593344,0.017082539,1.372462633,0.750472156,0.175772874,1.77552613,0.495771037,0.890556882,-0.004970066,-0.923270113,-1.735691772,-0.018380645,-0.738594202,-2.146120903,0.309046559,1.951844044,1.952880692,2.596096456,2.352048146,1.534236025,3.01745374,2.20470636,-0.672758633,1.376693964,2.01158733,-1.469514855,0.338334076,-1.581402143,-0.364041704,-1.367008763,3.148888622,2.028720248,0.6455123,0.753507875,1.019850692,0.833791118,-0.387100569,1.313475454,2.679797597,1.349334715,0.778415966,-0.414295655,1.724441373,0.801199489,0.15864126,1.51170309,1.678947723,0.820445683,0.541191291,-2.746328906,-1.528846865,-0.00079997,0.593380894,1.228186966,0.469341178,2.478056085,-1.498011088,-0.948447467,0.840743305,-1.263869035,-2.667722039,1.292912044,0.279612251,1.380954393
MZ7-mel,5.02534479,0.303835025,0.460798171,2.67212926,1.073534701,-0.274828063,1.048554517,2.829068519,1.305337644,2.173033264,2.156302503,1.925718625,-0.426132786,2.651379104,0.920392912,2.52182602,2.47915181,1.895638955,2.014222629,2.120292542,1.923572776,1.065583204,2.27056017,2.820910732,-0.606199964,2.041702613,1.891541821,2.386106388,0.667992251,0.83834513,2.520105779,1.233533131,2.567238022,1.862900969,2.471156014,2.950491176,2.812584872,2.235502182,2.077714311,2.312451781,2.609607358,2.541464816,2.251557615,2.163172608,-0.489778642,2.314512074,0.457128383,-1.53117946,0.888373683,0.648618374,1.870726876,2.651230575,1.954160137,2.402226965,2.086480111,0.736300259,-0.262812871,2.135994893,2.635894768,-0.947533278,0.633325997,-1.369986286,-0.478134773,-1.989711049,2.470705216,1.953882188,0.948909991,0.618740651,1.960316695,0.955909081,0.462135798,1.440197372,2.233731129,1.511539361,1.364442517,-0.944147083,1.772421793,0.990216174,0.530504607,0.408210321,3.004799267,1.683570354,2.106616609,-0.969721383,-2.399406657,1.044922078,1.988563643,2.61944847,-0.88439598,2.787235538,-1.363512693,-1.090956424,2.038182656,-1.666757077,-1.767068245,1.599882242,-0.141462307,2.040698958
NB1,4.06883812,-1.676365408,-2.261008731,0.81984158,0.238259599,-2.244882074,-0.397372068,2.511274835,1.648943186,1.319940361,0.351128392,2.225334045,0.699690103,1.081128775,-0.100830584,2.235113489,2.863935418,1.258455555,2.622141096,1.258481612,-0.553886588,1.314327105,-0.007125035,2.762653602,-0.979169459,2.375689835,1.728799084,2.690151178,-2.469425785,1.812553209,3.179785634,2.955814324,1.338393534,0.772447023,3.067233442,2.46959516,2.284101906,1.785824555,1.305174783,2.412574031,1.131092183,2.639502018,-0.293700764,1.532651284,-0.690092629,-0.149686108,0.415166416,0.672130209,2.398094219,2.538678383,1.235371747,2.669715885,1.074507087,2.659785308,1.217510271,1.190808543,-0.176800849,1.387488788,2.279489264,-1.337293032,1.008928186,-0.311995419,-0.72905449,-1.58369044,3.404345413,2.043349457,0.968715991,2.03211339,1.152089887,1.238518398,-0.349662213,0.609214402,2.32248355,1.478433527,2.173586989,0.014663085,1.999583431,1.567816543,0.923270982,1.093826677,1.339617376,2.085989358,0.233547503,-1.566779013,-0.554775154,-0.135960231,1.833747649,2.558203394,1.064325921,2.236766848,-0.84085101,-0.143750605,2.212372961,-1.28463222,-1.835831828,1.49146019,2.54400457,0.971871575
NB10,4.716816778,-3.211618985,-2.135659184,1.06007635,-0.725529756,-1.829550627,0.741323309,1.617900251,0.662550976,1.420148167,-0.123826477,2.261852131,1.078271117,0.77045448,-0.683594281,1.707315405,2.326585461,2.293021881,2.441441585,0.122401122,-0.228196561,0.46708415,-0.471086608,2.949580895,0.054399293,2.146893079,0.371158487,2.972093418,-1.818927784,1.347077686,3.072134021,3.006346224,0.626107154,1.418863959,2.463742607,2.905951237,1.603935078,1.585754642,0.50645859,1.450705996,0.855960115,0.902415292,0.955314532,-0.222442159,-0.61968915,0.718289198,0.396947328,-0.998185477,2.584067802,0.801083098,2.22009209,2.653971407,1.924561665,2.270731282,2.192646003,1.291239142,-0.668197673,1.575960433,1.118829879,-0.725623998,1.204084057,-1.613142989,-1.088043611,-0.941055775,2.754848895,2.034693534,2.193544124,1.269853179,2.250044099,0.705433647,0.112437973,1.292849072,2.719096471,2.111366053,1.099330925,0.128286247,2.567880344,1.794713261,1.212086367,1.250239571,2.370447901,1.72789662,0.723990182,-1.199324189,0.449861333,-0.767420499,-0.342588859,2.468927649,1.141338059,3.235049173,-0.62467876,0.083361523,2.995977878,-0.97286524,-1.956844077,1.96501663,1.067499311,1.841706529
NB12,4.769639148,-1.356310787,-1.211735891,2.221301621,0.93740249,-1.476721538,1.293431461,3.00050062,0.831488489,-0.636105916,0.434105998,2.260376833,2.082168001,2.286564356,0.144755128,1.943783973,2.502550728,2.051253617,2.821477052,1.323033407,0.83233102,2.203720946,0.118390847,1.972119082,0.132373827,2.197918338,2.196003099,2.914566771,-1.319096962,1.403030016,2.308540091,2.611182544,1.050951388,2.086688138,3.056406915,2.663068574,3.031587419,1.466981616,1.060810742,2.213549465,1.584963358,2.750205853,0.805549383,1.782970806,-0.27702125,0.454713706,1.59621723,1.403131641,2.499500678,2.697760886,0.971714306,0.116869514,0.955685854,2.654059135,3.066619784,2.020782647,-0.86502384,1.616821898,1.451837767,-0.557329674,0.034857344,-0.80923828,0.080520803,-2.675485487,3.03169165,1.820629784,2.248805491,0.684633547,1.908146636,0.522736382,-0.417191531,2.200571008,1.931206805,1.672801154,2.607708188,-0.176321822,1.251413469,0.915502322,1.045178746,2.25633138,3.323672173,2.224797257,2.069710698,-1.879522721,-0.139636968,0.947776048,2.209356351,1.449243726,1.915925719,3.12408563,-1.021451501,-0.487063433,2.17461149,-1.129773231,-1.251689246,1.453281796,0.90251822,1.99769121
NB13,5.010045898,-1.540609731,-2.4848858,1.603445194,1.352260123,-2.875168444,0.721045665,-0.590672199,0.893576965,-1.086041514,0.023254732,2.201502136,2.288567756,2.316979301,-0.266933457,2.60316677,2.463928051,0.640833646,2.329860041,1.402452839,-0.270370464,2.052372794,-0.328663641,1.650019802,-0.433815455,2.26279151,2.099965823,2.46528609,-1.63618926,1.629630979,1.72031905,0.652419754,0.603885608,1.408067398,2.802448439,2.920141375,1.703074953,-0.024261861,2.818056549,2.334062709,0.92996042,0.726552519,1.416556118,1.084557095,-0.92814724,1.298501414,0.058615858,1.218736284,2.605904563,2.460076727,1.681832704,1.585581793,1.849848248,1.318601432,2.190557915,1.846742174,-0.801317617,0.681401528,1.497591994,-0.871112649,0.441472067,-1.417541098,-0.189746733,-2.299814246,3.098716317,1.745125517,0.908068069,-0.085882168,2.538548529,0.946351997,0.691169245,1.733008701,2.8191944,1.791649313,0.743759267,-0.499033023,2.61144312,1.223040142,0.864286408,0.997679524,0.625888704,1.942742969,0.510748985,-2.024716052,-1.192378952,0.209832853,0.630312428,2.694314325,1.565186021,2.694686515,-1.373968332,-0.449325848,2.394309342,-1.411573891,-3.349645589,1.650138365,0.66487532,1.148888703
NB14,4.00515448,-3.195788951,-2.175887447,1.063434749,-0.781945043,-3.172027832,-1.287217141,1.461691909,1.45207576,-0.801118276,-0.509637192,1.997640832,0.813157788,0.874452374,-0.288524408,1.087048208,2.691081002,1.241928044,2.714484263,-0.131590794,-1.108890181,1.224639215,-2.14498088,1.7258841,1.207583167,2.325863664,1.146067091,1.516071224,-2.48425781,1.80594455,3.059794846,2.775800998,0.108738652,0.736347163,2.596368759,1.770911751,1.899987546,1.166730823,2.818178585,2.298698978,-0.128303184,0.342131547,1.390326902,-0.515236985,-1.161504089,0.089102027,-0.692645412,-0.432859573,2.841236148,2.425872563,0.929658622,2.479602607,2.464297201,2.778081044,2.560587236,1.313462859,-1.116623663,0.768591356,1.291286914,-0.602019445,0.337032061,-1.244480827,-0.245901444,-1.805364767,3.485300076,1.922006276,1.649539907,0.218127878,1.293230817,1.614131878,-0.240997825,0.541542636,3.266876444,2.106863288,0.361383821,-1.525689544,2.231741626,0.857536169,0.472378634,1.250054562,0.441094231,2.003454732,0.123849495,-2.717796627,-0.440206098,-0.628854501,0.198401788,3.007297763,1.242575577,2.559125836,-0.957289703,0.008578185,3.176041147,-1.23811407,-2.085351379,1.948974661,2.579988474,1.657866201
